Time,Room #,Presentation Title,Presenter Name,Session #,Mentor,Mentor Department,Abstract
Feb. 24 1:50-2:10 p.m.,Ballroom A,An Examination of Italian Commedia dell'Arte in Mozart's Opera Buffa,Caitlin Stave,28,Gayla Blaisdell,Music,"The operas of Wolfgang Amadeus Mozart are fascinating examples of the genre as it existed in the Classical Period. As the creators of the first operas drew upon the example of Greek tragedy, so was Mozart influenced by dramatic traditions of the past. In particular, there is considerable evidence of the influence of the Italian Renaissance dramatic tradition known as commedia dell’arte on his operatic dramas and the characters within them. This presentation will demonstrate that elements of commedia dell’arte are strongly present in several of Mozart's operas, namely Le nozze di Figaro, Don Giovanni, and Così fan tutte. I will address the origin of commedia dell’arte and identify the character archetypes that grew out of this art form. I will then provide a brief synopsis of each opera after which I will discuss the characters and their similarities to their corresponding commedia archetypes. My presentation will also examine the similarities between commedia scenarios and comedic opera plots and I will briefly discuss the voice types (or fachs) which evolved in collusion with character and scenic archetypal development."
Feb. 24 2:10-2:30 p.m.,Ballroom A,Dmitri Shostakovich's <i>The Nose <i>: A False-Start on Russian <i> Avant-garde <i> Modernism,William Thornton,28,Gayla Blaisdell,Music,"Following the 1917 Russian Revolution the performing arts were greatly impacted on nearly all fronts - except opera. Left to the wayside, expanding the operatic canon into a more modern format and finding a truly Soviet voice was not even considered by composers for a multitude of reasons. These omissions from Soviet cultural life seemed to change with the publishing of Dimitri Schostakovich's <i>avant-garde<i> masterpiece <i>The Nose<i>. Within this presentation, a survey of the social and cultural climate surrounding <i>The Nose<i> will be discussed, as well as the Soviet culture following <i>The Nose<i> which made modernity in Russian opera a near impossibility for many years to come."
Feb. 24 1:10-1:30 p.m.,Theatre,"Film Comparison: ""La Femme infidele"" (1969) and ""Unfaithful"" (2002)",Caleb Allison,29,Liahna Armstrong,English,"I will be presenting and expanding on my final paper, a film comparison, in French Cinema from Winter Quarter of this year. When a Hollywood director remakes a foreign film, one may expect an experience that is a distant cousin, rather than a close twin, to its original. Loose ends in the narrative are tied up, moral ambiguity is reworked to depict a clear right and wrong, and patriarchal dominance is bolstered and reaffirmed to preserve the structure of American society as a whole. I will compare French director Claude Chabrol’s ""La Femme infidèle"" (1969) with Adrian Lyne’s Hollywood remake ""Unfaithful"" (2002). While Lyne manages to preserve in part certain French qualities of the original, in the end he cannot help but take sides, notably punishing each wrongdoer for his or her moral failings—a stance not taken by Chabrol. My presentation will include visuals via PowerPoint slides, stills and clips from the two films, excerpts from my paper, and additional arguments and insights expanded for the purposes of this talk. I will expound on the qualities characteristic of French film and those unique to Hollywood, examining the work of each director and exploring how they embody the values of their respective markets. Dr. Liahna Armstrong, my instructor in French Cinema, has been my mentor throughout this process. I owe the vast broadening of my understanding in cinema studies in no small part to her thought-provoking teachings and the genuine encouragement she lavishes upon the individuals in her care."
Feb. 24 1:30-1:50 p.m.,Theatre,Film Music and Audience Expectations,Lauren Leshley,29,Melissa Johnson,Film and Video Studies,"This paper covers the functions and uses of music in mainstream films. While its original purpose was to distract the audience from elements that might lessen the illusion of reality, today’s film music seeks to enhance emotion, set the tone for audience expectation, and communicate about characters’ mental states and their relationships with one another. Films with notable scores that accomplish these goals are Up, Pirates of the Caribbean: Curse of the Black Pearl, and The Treasure of the Sierra Madre. Up’s score consists of one main theme that is played throughout the film. Originally, it represents Carl’s wife Ellie and their life together; after she dies, it comes to represent more generally the spirit of adventure his wife possessed. Pirates of the Caribbean’s characters have various leitmotifs that are combined at the end into a triumphant called “He’s a Pirate” that symbolizes the main character’s victory and growth. Treasure of the Sierra Madre has several themes that communicate much about the genre and events of the film, but also give clues as to the mental state of Fred C. Dobbs, whose mental health starts to deteriorate the more gold he finds. Each of these shows how film music can be used for multiple purposes to enhance audience experience."
Feb. 24 1:50-2:10 p.m.,Theatre,Star Wars' and Sci-Fi's Coming of Age,Caleb Allison,29,Melissa Johnson,Film and Video Studies,"George Lucas' ""Star Wars"" (1977) marked a crucial turning-point in film history, reshaping how science-fiction films could and should present themselves, incorporating themes never before used in the genre, reaching an audience untouched by its predecessors, and establishing a firm and economically viable market for sci-fi films that had hitherto not existed. I will be presenting my final paper from History of Narrative Film from Winter Quarter of this year: ""'Star Wars' and Sci-Fi's Coming of Age"". I will explore the narrative and aesthetic elements that set “Star Wars” apart as a groundbreaking science-fiction film within its historical and cultural context. My presentation will include visuals via PowerPoint slides, incorporating stills and brief clips from the film where necessary, as well as a version of my essay that I have modified to fit as a verbal presentation. Prof. Melissa Johnson has been my mentor throughout this process. As always, her input and support are truly invaluable. I am grateful for the opportunity to present my findings at SOURCE this year!"
Feb. 24 2:40-3:00 p.m.,Room 135,The Intermingling of Art and Science,Alyssa Willard,30,Stephen Robison,Art,"From prehistoric times to the Renaissance, there was little distinction drawn between art and science.  Today they continue to influence each other but are becoming increasingly separated.  The intermingling of the arts and sciences are essential for technological advancements within our society; both are important aspects of culture, driven by creativity and their influences on each other are profound and diverse.  In science, as in art, it is necessary to tap into imagination and creativity in order to rise above accepted knowledge to create new models and theories that can accommodate new knowledge.  Art that explores technological and scientific frontiers asks questions about the possibilities and implications of technological innovation just like scientific research would. They differ in their perceptions and concepts that they explore, but are similar in that both artists and scientists contribute to developing new ideas. In the body of work I am creating in conjunction with this analysis I am melding nature and technology.  This relates to the blending of art and science because science is the study of nature, and constructed objects are art. Although the point of this thesis is show how these two subjects rely on one another to advance, my artwork will be used to highlight the shift in our mindsets towards nature and how we attempt to emulate the complex beauty of nature with unnecessary advanced technologies.  Therefore, these new scientific advancements and their implications have become the inspiration for my artwork."
Feb. 24 3:00-3:20 p.m.,Room 135,Queer Photography and the Betrayal of the Image,Philippe (Hyojung) Kim,30,Ellen Avitts,Art,"“Queer” is a descriptor of what is non-normative, generally associated with the rejection of traditional identities. What is “queer” is counter to what is accepted as ""normal.”  Photography, as a visual medium, is often used to reveal a subject and inform an audience. Queer photography has historically been utilized to expose the ""normal"" masses to what is not normal, and also to inform a select audience of what is acceptably queer. Our study proposes that queer photography establishes a self-negating concept: as a visual medium that aims to inform, photography has come to define a set “norm” for queer and has led to certain expectations for queer viewers and the non-queer public.  Through an exploration of the visual history of queer photography, this study analyzes its effect on contemporary visual and popular culture and how the current structure of queer portrayal has betrayed the reality of the queer."
Feb. 24 3:20-3:40 p.m.,Room 135,Banish All The World - The Contrarianism of John Osborne,Joshua Kelly,30,Jay Ball,Theatre,"In this paper, I will explore the theme of “intersections of performance and philosophy” by explaining the use of contrarianism in the work and life of John Osborne and show how it was essential in the success of his drama. In order to best exemplify this, I will be theoretically engaging British philosopher John Stuart Mill and his work in ""On Liberty"" to talk about necessity of attacking what he called “the deep slumber of a decided opinion” on principle—or contrarianism for its own sake. Through the use of this methodology, we will see how (whether or not Osborne was aware of it) his continuous position of being anti- some ideas but rarely pro- others was a key component of his ability to write characters such as Jimmy Porter, and by engaging ""On Liberty"", we can deduce that contrarianism helped Osborne produce art that brought much needed life to a conventional 1956 English theatre. It is by this assumption that the questioning of the status quo is just as artistically beneficial as the presentation of original thought that Osborne makes his mark in dramatic history, and what becomes a fulcrum in the messages of ""Look Back in Anger"", ""The Entertainer"", and many of his published essays including ""A Letter To My Fellow Countrymen.""  "
Feb. 24 3:40-4:00 p.m.,Room 135,"Qui est francais?: Negotiating National Identity in Alain Badiou's ""Ahmed philosophe""",Jordan Talbot,30,Jay Ball,Theatre,"Alain Badiou’s character Ahmed is often compared to Molière’s classic character Scapin. Both characters are tricksters who use their lower-class status in order to speak truth to power. However, Badiou uses Ahmed to challenge the political climate of France, while Scapin merely pokes at the silliness of the French bourgeois. Scapin is assumed to be an intellectual because he is already French. Ahmed must advocate for his status as an intellectual. In this paper, I conduct a close reading of Ahmed philosophe, looking at the relationship between Ahmed and Madame Pompestan. Ahmed’s conversations with Madame Pompestan explore the construction of French identity and French intellectualism. Through their interactions, the audience can understand that Ahmed has as much of a right to the intellectual, philosophical, and political traditions of France as the most elite members of the French government, represented by Madame Pompestan."
Feb. 24 2:40-3:00 p.m.,Room 137A,Does the United States' Constitution Protect Black Males from Police Homicide? ,La-James Brown,31,Charles Reasons,Law & Justice,"This will entail a thorough analysis of the 4th and 14th Amendment and the extent to which it protects Black males from police homicide. Historical analysis of the treatment of Black African Americans Pre-Constitution, will set the stage for Post-Constitutional analysis. Major cases will be discussed and analyzed in the context of contemporary police homicides in the United States.  "
Feb. 24 3:00-3:20 p.m.,Room 137A,A Prosperous Hispanic Population Equates To a Robust America,Edgar  Zamora,31,Stefanie  Wickstrom,Political Science,"For the last decade, the American political, economic, and educational landscape has weathered a destructive storm. That period of time left a large amount of Americans battered, but those effected managed to make it through. As a new age dawns in the United States, so does a new challenge. The crisis is that American leaders are omitting the Hispanic population to the point that their influences on politics, economics and education are being overlooked. These actions toward the Hispanic population need to be rectified. The reason is that according to the U.S. Census, Hispanics will constitute about 30 percent of the entire population by 2050, making their influence greater as the years go by. There is less chance of Hispanic influence on politics, economy, and education being utilized correctly if this information is not realized. Thus, change through policies has to be made in politics, economics, and education to allow Hispanics to improve their status. These areas have to be split into sub-sections for evaluation. Politics will be addressed through voter turnout, local and national elections and the 2016 presidential election. For economics, Hispanics’ influence on labor force and buying power within the United States will need to be addressed. Lastly, education will address Hispanic college attainment and immigrant students within the United States. By analyzing the elements of politics, economy, and education, one will begin to understand why Hispanics are critical for the future of America. "
Feb. 24 3:20-3:40 p.m.,Room 137A,Questionable Immunity,Christopher Bertomeu,31,Charles Reasons,Law & Justice,"Do military personnel have more restrictions on use of deadly force than domestic police? When you put on a uniform for work, and carry a sidearm, the public places great trust in the decisions you will make. Military personnel and police officers are afforded this trust, in which they are expected to do their jobs appropriately. What happens when one or the other breaks this trust, and uses deadly force in the accomplishment of their jobs. It seems in most cases police officers are afforded qualified immunity when it comes to fatal shooting incidents, whereas military personnel are not afforded the same consideration. Do police officers experience more autonomy, while military personnel experience more bureaucracy?  Do we expect more “control” over deadly use of force from our military personnel versus what we expect out of our police officers? These questions will be explored through statutes, case law, regulations, and recent incidents. With events happening in many departments and U.S. forces still deployed overseas, it is important to address this question. Through education and understanding a possibility for effective change can take place."
Feb. 24 3:40-4:00 p.m.,Room 137A,United States of Surveillance,Kyle James,31,Todd Schaefer,Political Science,"In June 2013, Americans learned that Orwell’s Big Brother was much more than speculation when ex-NSA contractor Edward Snowden leaked information on the NSA’s collection of telephony metadata and other national surveillance programs. Since the 9/11 attacks, American citizens have paid the price and been victimized in the process of national security. Unfortunately, the current classified natures of the bills regulating these programs are not transparent enough to disclose information to the public. With the information world growing around us faster than we can develop laws and security to match, there is a greater need to reform the laws currently governing us to protect the autonomy of our personal data – big or small. This paper examines Internet privacy laws and regulations, the leaked surveillance programs that coattail these acts, evaluates the proposed legal reforms, and describes how to fight back as a citizen. "
Feb. 24 1:10-1:30 p.m.,Room 137B,Effect of black carbon nanoparticles on epithelial cell proliferation,Naomi Beebe,24,Anne Johansen,Chemistry,"Black carbon (BC) nano particles (NPs) have been shown to reduce cell proliferation leading to cell death, and they have been implicated in adverse health effects to the cardiovascular system. While the exact mechanisms of action are unknown, it is generally accepted that their role in the production of reactive oxygen species (ROS) is the main cause of these detrimental effects. Here, cell toxicity assays are performed to better understand the underlying mechanisms and relevant particle characteristics. Particles used in this study are derived from the combustion of fossil fuels, and are being characterized for surface area, surface speciation, as well as trace metal content. The cell proliferation assay, MTS, is applied to quantify the effects of the BC NPs on C10 cells, which are type II mouse lung epithelial cells. Preliminary data show a decrease in cell viability as the concentration of particles increases. Assays will also be performed on cells exposed to BC NPs with ferrous iron (Fe(II)) and anthraquinone (AQ), as results from previous studies correlated increased disruption of the electron transport chain with these two NP constituents in collected aerosol samples. Results from this work will complement data currently obtained on the generation of hydrogen peroxide in the presence of these particles in biologically relevant medium and allow us to better understand underlying mechanisms of cell disruption and what particle characteristics are key players in this process."
Feb. 24 2:40-3:00 p.m.,Room 137B,Phthalate Esters Exacerbate Neurodegeneration in a <i>Caenorhabditis elegans </i> Parkinsons Disease Model. ,Jacob Darley,32,Lucinda  Carnell,Biological Sciences,"Parkinson’s disease (PD) extracts a significant medical and financial toll on the developed world and is second only to Alzheimer’s disease in terms of prevalence as a neurodegenerative disease. Up to 90% of PD cases are idiopathic or environmental in origin. Benzyl Butyl Phthalate (BBzP) and Bis (2-ethylhexyl) Phthalate are plasticizers, compounds used in industry to improve the malleability and durability of plastic products, which were evaluated for their potential contribution to neurodegeneration of dopamine neurons in a <i>Caenorhabditis elegans </i> (roundworm) PD model. These phthalates were assessed for effect in two genetic worm strains of PD. The first genetic strain is a transgenic animal expressing the human alpha-synuclein gene that is known to contribute to PD in humans. The second strain was a transgenic animal that overexpressed tyrosine hydroxylase, leading to excess production of reactive oxygen species; another suspected cause of PD neurodegeneration in humans. It was discovered that different PD models were affected by different phthalate esters. DEHP induced neurodegeneration in non-genetically predisposed animals at ten days post exposure and in the tyrosine hydroxylase model at seven and ten days post-exposure while BBzP only exacerbated neurodegeneration at ten days post-exposure. Further BBzP exacerbated neurodegeneration in the alpha-synuclein model at day seven and ten. Our results suggest that phthalate esters could be important in the development of Parkinson’s disease. "
Feb. 24 3:00-3:20 p.m.,Room 137B,Water in the Diet of the Great Basin Pocket Mouse ,Robin Skewis,32,Kristina Ernest,Biological Sciences,"The Great Basin Pocket Mouse (Perognathus parvus) is an inhabitant of arid regions that can obtain all its water needs from food sources (mainly seeds) instead of from drinking water. I tested the hypothesis that the Great Basin Pocket Mouse prefers seeds with higher water content.  I compared preferences of a captive pocket mouse for different seed types with varying water content as well as dried seeds versus pre-moistened seeds.  Six different dried seed types were tested in two groups of similar sized seeds: Millet, Milo, Flax (Group 1, small seeds), and Sunflower, Wheat, and Cracked Corn (Group 2, large seeds). Each group was offered to the Pocket Mouse twice a day for two weeks. Among the smaller dry seeds, the pocket mouse preferred millet over milo, and did not select any flaxseed.  Among the larger seeds, the pocket mouse preferred wheat, which was the seed type with the highest water content. In a second experiment, a control (dry) seed mixture (equal parts of all six seed types) and an experimentally moistened group (same seed mixture) were offered to the pocket mouse.  The Pocket Mouse preferred dried seeds over pre-moistened seeds.  These results suggest that the Pocket Mouse prefers dried seeds over rehydrated seeds.  The dry seeds preferred by the mouse had 8-12% water (by weight), and may have provided some water through metabolic breakdown of lipids."
Feb. 24 3:20-3:40 p.m.,Room 137B,A comparison of female-female bridging to male-male bridging in Tibetan macaques (<i>Macaca thibetana</i>),Grant Clifton,32,Lori Sheeran,Primate Behavior & Ecology,"Bridging is an affiliative interaction in which two individuals lift an infant between each other and lick the infant’s genitals. Male-male bridging has been studied in several macaque (<i>Macaca</i>) species, but female-female bridging has received less focus. Male-male bridging is believed to act as a way to reduce social tension between individuals, but it may function differently for females. We studied female-female bridging in provisioned Tibetan macaques (<i>M. thibetana</i>) from August-September 2014. We predicted that female-female bridging would show distinct patterns when compared to what has been reported for males. We recorded bridging behavior from an ethogram using all-occurrences and focal-animal sampling of 8 adult and 4 subadult females. Similar to what has been observed for males, female-female bridges were never immediately followed by aggression, and females utilized infants more often than juveniles. Unlike what has been reported in males, within female-female bridging dyads, initiators were not more likely to be subordinate to recipients (<i>W</i> = 45, <i>n</i> = 17, <i>p</i> > 0.05). Bridge initiation rates were strongly correlated with social rank (<i>r<small>s</small></i> = 0.73, <i>n</i> = 12, <i>p</i> < 0.05), but there was no significant relationship between bridge reception rates and social rank (<i>r<small>s</small></i> = 0.30, <i>n<i> = 12, <i>p<i> > 0.05). Receivers more frequently held infants in bridges, which is significantly different than what has been reported in males (<i>?²</i> = 42.23, <i>df</i> = 1, <i>p</i> < 0.05). Our results suggest that female-female bridging is more likely related to female interest in infants than to social tension between individuals."
Feb. 24 2:40-3:00 p.m.,Room 140,Assessment of Anthelminthic Activity of Plant Extracts on Ancylostoma ceylanicum and the Development of a Toxicity Bioassay,Jocelyn McCornack,33,Blaise Dondji,Biological Sciences,"Soil-transmitted helminthes are intestinal parasites that contribute to major disease burden in people within tropical and impoverished areas.  It has been estimated this blood sucking parasite has been responsible for the loss of over one million liters of blood per day.  Recently, resistance to current control programs has rendered it necessary to develop new treatments.  Earlier projects within the lab have assessed the anthelmintic effects of plant extracts and their enriched fractions on Ancylostoma ceylanicum ex vivo. The plants Dalea ornata and Oemlaria cerasiformis have shown efficacy—adult worms have demonstrated either significant decreases in motility or mortality.  The additional fractions tested, however, did not display anthelminthic activity. Another important step was to develop an assay testing the toxicity of the extracts to mammalian cells.  Three were attempted: a Trypan Blue assay, a Flow Cytometer assay and a Cell Counting Kit assay. All of them used hamster splenocytes with the extracts at various concentrations. Death and mitosis was monitored over a three to five day period and compared with the control.  "
Feb. 24 3:00-3:20 p.m.,Room 140,Detection of <i>Leishmania</i> Parasites via Flow Cytometry,Analiese Wenger,33,Gabrielle Stryker,Biological Sciences,"<i>Leishmania</i> species cause a spectrum of diseases collectively referred to as the Leishmaniases. These unicellular parasites generate 1.3 million new cases of infection worldwide as well as cause an approximated 20,000-30,000 deaths annually. Current techniques for studying Leishmaniasis in laboratory animals require laborious serial plating of dilution series, incubations of samples for weeks, followed by microscopic screening of each individual well in 96 well plates.  Through the generous funding of both the W. M. Keck Foundation and the Murdock Fund, Biological Sciences recently obtained a flow cytometer. This study aimed at assessing if flow cytometry could differentiate cells infected with <i>Leishmania</i> parasites from uninfected cells. Two species of the parasite, <i>L. infantum</i> and <i>L. major</i>, were stained with an antibody conjugated to a florescent fluorochrome, using both flow cytometry and photomicroscopy to detect the parasites. Fluorescent staining of parasites illustrated a shift in florescence intensity using flow cytometry and easily visualized parasites using microscopy. However, a modified protocol for intracellular staining of the murine macrophage cell line, J774A.1, did not reveal a separation between the infected cells and uninfected cells using flow cytometry. The parasites within cells were also undetectable using fluorescent microscopy.  Although the hypothesis that there would be a detectable segregation between infected and uninfected cells was not met, this work will continue to attempt to develop what would be a time saving tool in <i>Leishmania</i> research."
Feb. 24 3:20-3:40 p.m.,Room 140,"Evaluation of <i>Trypanosoma cruzi</i> strains in Jalisco, Mexico",Uyen Nguyen,33,Gabrielle Stryker,Biological Sciences,"<i>Trypanosoma cruzi</i>, the causative agent of Chagas disease, is a single-celled flagellated parasite of mammals, including humans. Chagas disease is endemic throughout much of Mexico, Central and South America where an estimated 8 million people are infected.  The disease is transmitted by infected triatomine bugs, a blood-sucking insect. <i>T. cruzi</i> exists in at least 7 unique clonal strains circulating between wild or domestic mammals and triatomine bugs.  The strains are found in distinct areas and are associated with different disease pathologies in humans.  Each strain can be further divided into discrete genotypes using sequence analysis.  The primary objective of this research is to evaluate the <i>T. cruzi</i> strains and genotypes found in and around the dry tropical forest at <i>Estación de Biología Chamela</i> (EBCh) in Jalisco, Mexico. Jalisco is known to have the highest Chagas infection rate in Mexico. Triatomine bugs were collected by hand and using pitfall traps at EBCh. The gut contents were placed on FTA paper, which renders any parasites non-infectious and preserve the parasite’s DNA for testing upon return to Central Washington University. Two common gene fragments of parasite DNA, TcSC5D and intergenic region of mini-exon, were amplified using PCR to identify <i>T. cruzi</i> strains. Each <i>T. cruzi</i> positive sample was sequenced to determine the parasite genotypes. DNA sequences are analyzed using ClustalW program. Initial results demonstrate that the <i>T. cruzi</i> strain at EBCh is restricted to TcI. This research will aid in a better understanding of Chagas disease infection dynamics in Jalisco, Mexico."
Feb. 24 2:40-3:00 p.m.,Room 201,The Road Less Traveled ,Josh  Ingebretson,34,Jenna Hyatt,University Housing and New Student Programs (UHNSP),"Every year there are millions of students worldwide who attend a higher education institution. Each individual carefully takes the time to choose between a wide set of pre-planned major/minors. These degrees may range from topics such as biology to sociology. However, what happens to those students who are faced with a list of degrees that don’t fit their career path. That same challenge is the obstacle that I have had to overcome when it came to my future career aspirations of working within Higher Education. As a 2nd year student I was faced with the reality of having to choose an undergraduate degree that wasn’t specific to my future career path, until I discovered the Inter-Disciplinary Studies (IDS) program at Central Washington University. Through this revolutionary program I have had the ability to forge my own pathway during my undergraduate career. This flexibility of designing and implementing my own degree has allowed the opportunity to have priceless experiences in both the classroom and real world situations. Those experiences have already given me an incredible advantage as I embark further into my career. It is my testimony that offering unique programs such as the IDS degree allows the precious opportunity for those students who don’t align perfectly with a pre-planned major, to forge their own pathway. This unique pathway furthermore allows those same students to create an intentional undergraduate degree, which allows them to graduate as competitive applicants in a specialized career field of their choosing, such as Higher Education. "
Feb. 24 3:00-3:20 p.m.,Room 201,Library Research Guides:  Adapting To User-Centered Design,Courtney Cox,34,Geri Hopkins,Library,"In 2014, Brooks Library decided to move from Subjects Plus research guide software to LibGuides by Springshare. The results are dramatic when both student and faculty input are leveraged, and the software is used to its fullest capabilities, as demonstrated by a ""before and after"" comparison to highlight this new student research tool.  Goodbye to scrolling “walls of text” and hello to the tabbed, dynamic, user-centered design of the modern research guide!"
Feb. 24 3:20-3:40 p.m.,Room 201,Effectiveness of the McNair Scholars Program at Central Washington University (1992 to 2002),Pamela Nevar,34,Pamela Nevar,McNair Scholars Program,"This study seeks to evaluate the impact of CWU’s McNair Scholars Program by comparing alumni participants with non-McNair undergraduate students who attended CWU during 1992-2002. Specifically, the study evaluates effectiveness based on four program objectives, (1) completion of undergraduate mentored research, (2) enrollment in a post-baccalaureate degree program in the fall term following graduation from CWU, (3) continued enrollment in a post-baccalaureate degree program at the beginning of the fall term of the following year, and (4) completion of a doctoral degree or PhD within 10 years of graduation from CWU. Study results offer strong support that CWU’s McNair program has fulfilled its objectives beyond expectations as measured by stated program objectives, and, with the help of outstanding CWU faculty mentors who serve as advisors and role models and strong administrative support, the program is successfully advancing undergraduate student participants in mentored research, post-baccalaureate education and, ultimately, a doctoral degree for a sizable percentage. "
Feb. 24 3:00-3:20 p.m.,Room 271,Look at me I am the Captain now: Media Representations of Somalis and their Implications. ,Saeed Mohamed,35,Lene Pedersen,Anthropology & Museum Studies,"Popular media representations of Somalis, such as the Hollywood blockbuster film, ""Captain Phillips"", affect both Somali and non-Somali perceptions of Somali men and women.  In our research we review such media representations, which emphasize drug abuse, violence and criminality among and by Somalis. Captain Phillips, for example, depicts Somalis in a controversial light—portraying them as barbarians, savages, and uncivilized, in a storyline, which glorifies American triumph.  In a both reflective and impressionistic style of video production, we use the camera as a catalyst to solicit reactions from both Somali and non-Somali students at Central Washington University. We analyze and visually represent the different stereotypical images as well as capture student reactions. Somali students in the United States retain strong ties with their homeland and therefore are bound to view representations like ""Captain Phillips"" through a more complex perspective than non-Somali students. Furthermore, they are likely to view Captain Phillips' perspectives as one dimensional, predictable, flat and shallow, whereas non-Somali students in the United States may view this film as truth and fact, and hail Captain Phillips' efforts as heroic and patriotic."
Feb. 24 2:40-3:00 p.m.,Room 271,For Mark,Austin Loud,35,Lene Pedersen,Anthropology & Museum Studies,"""Anyone who knew me before I joined knows that I am quite aware and at times sympathetic to the arguments against the war in Iraq. If you think the only way a person could bring themselves to volunteer for this war is through sheer desperation or blind obedience then consider me the exception.""-2nd Lt. Mark J Daily.  My short entitled, For Mark, will take the viewer on an emotional rollercoaster while looking at a soldier (Mark. J Daily) that fought in the War in Iraq. My hope is that this experience will spark the reality of war to those that deter from this touchy subject. Through Mark's eyes, viewers will be given insight that not every young man who joins the servicedoes so blindly ""for the cause"" but can have a righteous inclination of why they join. Mark was someone who could look through the political jargon to find an ultimate cause he valued and sought to fight for. Although this commemoration is emotional, I hope it brings positive insight and reflection to those dealing or have dealt with loss of family and friends during times of war. Mark could see a light even in the darkest times and through his writings he was able to impact many."
Feb. 24 2:40-3:00 p.m.,Room 301,"History, Identity and the Origins of the Israeli-Palestine Conflict",Maggie  Krienen,36,Geraldine O'Mahony,Philosophy & Religious Studies,"Modern media today portrays the conflict between the Israeli and Palestinian people as a religious battle, but it did not start that way. Historical analysis has shown that the conflict started over a battle for land. The history of the Arab-Israeli conflict is extremely valuable to understanding both sides because there are two narratives of history, one from each side, each claiming to be victims of the other. Describing the historical narrative of the Arab-Israeli conflict allows the spotlight to be taken off of religion to show how religion is not the cause of this war, but a tool used by both sides. In this project I will examine the history and culture of both the Jews and the Arabs in Palestine and give a brief analysis of the mindset of both groups, comparing and contrasting their cultural ideologies. Identity also plays an integral part in this conflict. Religion plays a part in this conflict, but it is not the centerpiece. The topics covered I have traced the history of the Zionist movement as well as the role Britain has played in the origins of the Arab-Israeli conflict as well. I will describe both sides of the conflict and show the progression of how a land dispute became a bloody battle in the name of religion. "
Feb. 24 3:00-3:20 p.m.,Room 301,Sharing the Nile : The Grand Ethiopian Renaissance Dam,Matthew Baldwin,36,Anne Cubilié,Douglas Honors College,"With construction of Africa's largest hydroelectric power station, the Grand Ethiopian Renaissance Dam (GERD), beginning in 2011 and slated for completion in 2017, Ethiopia has catapulted itself to a position of power in the Blue Nile Basin. Located forty-five kilometers from Sudan's border, the dam is to be the largest hydroelectric power station throughout all of Africa, eclipsing Egypt's Aswan Dam with over twice the electricity output which will be delivered throughout Ethiopia and sold to neighboring countries. However, the construction of the GERD represents a significant departure from past water sharing agreements between states in the Blue Nile Basin, which have traditionally heavily favored Egypt. Remnants of British and Italian colonialism and regional power dynamics have long stymied Ethiopia's use of the Nile. However within the last decade intergovernmental organizations and shifting power dynamics of the region have paved the way for Ethiopia's rise to being a dominant power along the Nile, a reshaping of how resources can be managed, and enabled development of the GERD."
Feb. 24 3:20-3:40 p.m.,Room 301,Dowry Death and the Caste System in India,Sonya  Rombough,36,Anne Cubilié,Douglas Honors College,"Social and religious cultural norms and practices have a heavy impact on the experience of people existing within their boundaries. In a culture that still widely practices arranged marriages and dowries, despite them being outlawed over fifty years ago, the effects of these cultures may have a stronger impact on the experiences of victims of domestic abuse. In India domestic abuse and violence against women has taken a turn towards the extreme in the form of dowry death, which is defined as the murder of a bride within her first seven years of murder, usually as the end result of unmet demands for monetary or material gains. This paper offers an in depth analysis of the direct relationship between the caste system and the proliferation of dowry death in India. Some studies have gone so far as to indicate that one’s place within the caste system effects the ease of access to justice resources such as police and courts. This paper also seeks to draw connections between such studies and the overarching social norms that allow such imbalances to continue. "
Feb. 24 3:40-4:00 p.m.,Room 301,"Language and Legislation: Bilingual Education in the United States, 18th century-present",Olivia Hirschey,36,Susana Flores,Educational Foundations & Curriculum,"This project is a comprehensive analysis of the relationship between politics and bilingual education in the United States, from the eighteenth through twenty-first centuries. It first examines the historical foundations of public schools in the United States. Then, it analyzes nineteenth century educational policies, focusing on German and Spanish speaking students as well as Native American missionary schools. Next, it assesses key court cases and legislation in the twentieth century, including the Bilingual Education Act. Finally, it looks at the current state of bilingual education, examining the issues from both linguistic and political perspectives. This project will assess both English language learning students and native-English speaking students who are learning a second language in order to fully encapsulate the scope of bilingual education.From this historical analysis, the project then begins to assess not just the “what,” but the “why” of American bilingual education, analyzing institutionalized racism and issues in research in order to examine the current capacity and controversy of bilingual education in key states. As a whole, the goal of this research is to see not only how politics have affected bilingual education policy, and how those policies have changed throughout time, but ultimately to see how these policies and practices affect students. "
Feb. 24 2:40-3:00 p.m.,Ballroom A,A Night of Cabaret: Be The Change,Kayla Schaffroth,37,Terri  Brown,Theatre,"The goal of this project is to produce a show that encourages young adults to attend live theater more frequently. The show will consist of musical numbers that this age group will be able to understand and relate to. The older musical numbers will have a modern twist to them to keep their appeal fresh and invigorating.Some of the following topics we will be covering in the show are the following: transgender and gay awareness, bullying, suicide, dating, sex, relationships, college financial struggles, porn and much more. In order to ensure that all college-age adults will be able to attend, tickets will be free. This project is designed to demonstrate to younger audiences the magic and power of theater and to cement their continued support of the arts.  "
